"physeq","agg_level","filtTax","filtTaxPar","filtSamp","filtSampPar","samples","ASVs","samples_agglo","ASVs_agglo","samples_filtered","ASVs_filtered"
"fukui","Order","highestVar",150,"totalReads",500,110,6797,110,48,110,48
"fukui","Order","highestVar",150,"totalReads",1000,110,6797,110,48,110,48
"fukui","Family","highestVar",40,"totalReads",0,110,6797,110,91,110,40
"fukui","Family","highestVar",40,"totalReads",500,110,6797,110,91,110,40
"fukui","Family","highestVar",40,"totalReads",1000,110,6797,110,91,110,40
"fukui","Family","highestVar",100,"totalReads",0,110,6797,110,91,110,91
"fukui","Family","highestVar",100,"totalReads",500,110,6797,110,91,110,91
"fukui","Family","highestVar",100,"totalReads",1000,110,6797,110,91,110,91
"fukui","Family","highestVar",150,"totalReads",0,110,6797,110,91,110,91
"fukui","Family","highestVar",150,"totalReads",500,110,6797,110,91,110,91
"fukui","Family","highestVar",150,"totalReads",1000,110,6797,110,91,110,91
"fukui","Genus","highestVar",40,"totalReads",0,110,6797,110,283,110,40
"fukui","Genus","highestVar",40,"totalReads",500,110,6797,110,283,110,40
"fukui","Genus","highestVar",40,"totalReads",1000,110,6797,110,283,110,40
"fukui","Genus","highestVar",100,"totalReads",0,110,6797,110,283,110,100
"fukui","Genus","highestVar",100,"totalReads",500,110,6797,110,283,110,100
"fukui","Genus","highestVar",100,"totalReads",1000,110,6797,110,283,110,100
"fukui","Genus","highestVar",150,"totalReads",0,110,6797,110,283,110,150
"fukui","Genus","highestVar",150,"totalReads",500,110,6797,110,283,110,150
"fukui","Genus","highestVar",150,"totalReads",1000,110,6797,110,283,110,150
"hugerth","Class","highestVar",40,"totalReads",0,525,5886,525,30,525,30
"hugerth","Class","highestVar",40,"totalReads",500,525,5886,525,30,525,30
"hugerth","Class","highestVar",40,"totalReads",1000,525,5886,525,30,515,30
"hugerth","Class","highestVar",100,"totalReads",0,525,5886,525,30,525,30
"hugerth","Class","highestVar",100,"totalReads",500,525,5886,525,30,525,30
"hugerth","Class","highestVar",100,"totalReads",1000,525,5886,525,30,515,30
"hugerth","Class","highestVar",150,"totalReads",0,525,5886,525,30,525,30
"hugerth","Class","highestVar",150,"totalReads",500,525,5886,525,30,525,30
"hugerth","Class","highestVar",150,"totalReads",1000,525,5886,525,30,515,30
"hugerth","Phylum","highestVar",40,"totalReads",0,525,5886,525,18,525,18
"hugerth","Phylum","highestVar",40,"totalReads",500,525,5886,525,18,525,18
"hugerth","Phylum","highestVar",40,"totalReads",1000,525,5886,525,18,515,18
"hugerth","Phylum","highestVar",100,"totalReads",0,525,5886,525,18,525,18
"hugerth","Phylum","highestVar",100,"totalReads",500,525,5886,525,18,525,18
"hugerth","Phylum","highestVar",100,"totalReads",1000,525,5886,525,18,515,18
"hugerth","Phylum","highestVar",150,"totalReads",0,525,5886,525,18,525,18
"hugerth","Phylum","highestVar",150,"totalReads",500,525,5886,525,18,525,18
"hugerth","Phylum","highestVar",150,"totalReads",1000,525,5886,525,18,515,18
"hugerth","Order","highestVar",40,"totalReads",0,525,5886,525,70,525,40
"hugerth","Order","highestVar",40,"totalReads",500,525,5886,525,70,525,40
"hugerth","Order","highestVar",40,"totalReads",1000,525,5886,525,70,515,40
"hugerth","Order","highestVar",100,"totalReads",0,525,5886,525,70,525,70
"hugerth","Order","highestVar",100,"totalReads",500,525,5886,525,70,525,70
"hugerth","Order","highestVar",100,"totalReads",1000,525,5886,525,70,515,70
"hugerth","Order","highestVar",150,"totalReads",0,525,5886,525,70,525,70
"hugerth","Order","highestVar",150,"totalReads",500,525,5886,525,70,525,70
"hugerth","Order","highestVar",150,"totalReads",1000,525,5886,525,70,515,70
"hugerth","Family","highestVar",40,"totalReads",0,525,5886,525,128,525,40
"hugerth","Family","highestVar",40,"totalReads",500,525,5886,525,128,525,40
"hugerth","Family","highestVar",40,"totalReads",1000,525,5886,525,128,515,40
"hugerth","Family","highestVar",100,"totalReads",0,525,5886,525,128,525,100
"hugerth","Family","highestVar",100,"totalReads",500,525,5886,525,128,525,100
"hugerth","Family","highestVar",100,"totalReads",1000,525,5886,525,128,515,100
"hugerth","Family","highestVar",150,"totalReads",0,525,5886,525,128,525,128
"hugerth","Family","highestVar",150,"totalReads",500,525,5886,525,128,525,128
"hugerth","Family","highestVar",150,"totalReads",1000,525,5886,525,128,515,128
"hugerth","Genus","highestVar",40,"totalReads",0,525,5886,525,353,525,40
"hugerth","Genus","highestVar",40,"totalReads",500,525,5886,525,353,525,40
"hugerth","Genus","highestVar",40,"totalReads",1000,525,5886,525,353,515,40
"hugerth","Genus","highestVar",100,"totalReads",0,525,5886,525,353,525,100
"hugerth","Genus","highestVar",100,"totalReads",500,525,5886,525,353,525,100
"hugerth","Genus","highestVar",100,"totalReads",1000,525,5886,525,353,515,100
"hugerth","Genus","highestVar",150,"totalReads",0,525,5886,525,353,525,150
"hugerth","Genus","highestVar",150,"totalReads",500,525,5886,525,353,525,150
"hugerth","Genus","highestVar",150,"totalReads",1000,525,5886,525,353,515,150
"labus","Class","highestVar",40,"totalReads",0,52,708,52,10,52,10
"labus","Class","highestVar",40,"totalReads",500,52,708,52,10,52,10
"labus","Class","highestVar",40,"totalReads",1000,52,708,52,10,47,10
"labus","Class","highestVar",100,"totalReads",0,52,708,52,10,52,10
"labus","Class","highestVar",100,"totalReads",500,52,708,52,10,52,10
"labus","Class","highestVar",100,"totalReads",1000,52,708,52,10,47,10
"labus","Class","highestVar",150,"totalReads",0,52,708,52,10,52,10
"labus","Class","highestVar",150,"totalReads",500,52,708,52,10,52,10
"labus","Class","highestVar",150,"totalReads",1000,52,708,52,10,47,10
"labus","Phylum","highestVar",40,"totalReads",0,52,708,52,6,52,6
"labus","Phylum","highestVar",40,"totalReads",500,52,708,52,6,52,6
"labus","Phylum","highestVar",40,"totalReads",1000,52,708,52,6,47,6
"labus","Phylum","highestVar",100,"totalReads",0,52,708,52,6,52,6
"labus","Phylum","highestVar",100,"totalReads",500,52,708,52,6,52,6
"labus","Phylum","highestVar",100,"totalReads",1000,52,708,52,6,47,6
"labus","Phylum","highestVar",150,"totalReads",0,52,708,52,6,52,6
"labus","Phylum","highestVar",150,"totalReads",500,52,708,52,6,52,6
"labus","Phylum","highestVar",150,"totalReads",1000,52,708,52,6,47,6
"labus","Order","highestVar",40,"totalReads",0,52,708,52,22,52,22
"labus","Order","highestVar",40,"totalReads",500,52,708,52,22,52,22
"labus","Order","highestVar",40,"totalReads",1000,52,708,52,22,47,22
"labus","Order","highestVar",100,"totalReads",0,52,708,52,22,52,22
"labus","Order","highestVar",100,"totalReads",500,52,708,52,22,52,22
"labus","Order","highestVar",100,"totalReads",1000,52,708,52,22,47,22
"labus","Order","highestVar",150,"totalReads",0,52,708,52,22,52,22
"labus","Order","highestVar",150,"totalReads",500,52,708,52,22,52,22
"labus","Order","highestVar",150,"totalReads",1000,52,708,52,22,47,22
"labus","Family","highestVar",40,"totalReads",0,52,708,52,46,52,40
"labus","Family","highestVar",40,"totalReads",500,52,708,52,46,52,40
"labus","Family","highestVar",40,"totalReads",1000,52,708,52,46,47,40
"labus","Family","highestVar",100,"totalReads",0,52,708,52,46,52,46
"labus","Family","highestVar",100,"totalReads",500,52,708,52,46,52,46
"labus","Family","highestVar",100,"totalReads",1000,52,708,52,46,47,46
"labus","Family","highestVar",150,"totalReads",0,52,708,52,46,52,46
"labus","Family","highestVar",150,"totalReads",500,52,708,52,46,52,46
"labus","Family","highestVar",150,"totalReads",1000,52,708,52,46,47,46
"labus","Genus","highestVar",40,"totalReads",0,52,708,52,132,52,40
"labus","Genus","highestVar",40,"totalReads",500,52,708,52,132,52,40
"labus","Genus","highestVar",40,"totalReads",1000,52,708,52,132,47,40
"labus","Genus","highestVar",100,"totalReads",0,52,708,52,132,52,100
"labus","Genus","highestVar",100,"totalReads",500,52,708,52,132,52,100
"labus","Genus","highestVar",100,"totalReads",1000,52,708,52,132,47,100
"labus","Genus","highestVar",150,"totalReads",0,52,708,52,132,52,132
"labus","Genus","highestVar",150,"totalReads",500,52,708,52,132,52,132
"labus","Genus","highestVar",150,"totalReads",1000,52,708,52,132,47,132
"liu","Class","highestVar",40,"totalReads",0,128,5564,128,113,128,40
"liu","Class","highestVar",40,"totalReads",500,128,5564,128,113,128,40
"liu","Class","highestVar",40,"totalReads",1000,128,5564,128,113,128,40
"liu","Class","highestVar",100,"totalReads",0,128,5564,128,113,128,100
"liu","Class","highestVar",100,"totalReads",500,128,5564,128,113,128,100
"liu","Class","highestVar",100,"totalReads",1000,128,5564,128,113,128,100
"liu","Class","highestVar",150,"totalReads",0,128,5564,128,113,128,113
"liu","Class","highestVar",150,"totalReads",500,128,5564,128,113,128,113
"liu","Class","highestVar",150,"totalReads",1000,128,5564,128,113,128,113
"liu","Phylum","highestVar",40,"totalReads",0,128,5564,128,44,128,40
"liu","Phylum","highestVar",40,"totalReads",500,128,5564,128,44,128,40
"liu","Phylum","highestVar",40,"totalReads",1000,128,5564,128,44,128,40
"liu","Phylum","highestVar",100,"totalReads",0,128,5564,128,44,128,44
"liu","Phylum","highestVar",100,"totalReads",500,128,5564,128,44,128,44
"liu","Phylum","highestVar",100,"totalReads",1000,128,5564,128,44,128,44
"liu","Phylum","highestVar",150,"totalReads",0,128,5564,128,44,128,44
"liu","Phylum","highestVar",150,"totalReads",500,128,5564,128,44,128,44
"liu","Phylum","highestVar",150,"totalReads",1000,128,5564,128,44,128,44
"liu","Order","highestVar",40,"totalReads",0,128,5564,128,259,128,40
"liu","Order","highestVar",40,"totalReads",500,128,5564,128,259,128,40
"liu","Order","highestVar",40,"totalReads",1000,128,5564,128,259,128,40
"liu","Order","highestVar",100,"totalReads",0,128,5564,128,259,128,100
"liu","Order","highestVar",100,"totalReads",500,128,5564,128,259,128,100
"liu","Order","highestVar",100,"totalReads",1000,128,5564,128,259,128,100
"liu","Order","highestVar",150,"totalReads",0,128,5564,128,259,128,150
"liu","Order","highestVar",150,"totalReads",500,128,5564,128,259,128,150
"liu","Order","highestVar",150,"totalReads",1000,128,5564,128,259,128,150
"liu","Family","highestVar",40,"totalReads",0,128,5564,128,457,128,40
"liu","Family","highestVar",40,"totalReads",500,128,5564,128,457,128,40
"liu","Family","highestVar",40,"totalReads",1000,128,5564,128,457,128,40
"liu","Family","highestVar",100,"totalReads",0,128,5564,128,457,128,100
"liu","Family","highestVar",100,"totalReads",500,128,5564,128,457,128,100
"liu","Family","highestVar",100,"totalReads",1000,128,5564,128,457,128,100
"liu","Family","highestVar",150,"totalReads",0,128,5564,128,457,128,150
"liu","Family","highestVar",150,"totalReads",500,128,5564,128,457,128,150
"liu","Family","highestVar",150,"totalReads",1000,128,5564,128,457,128,150
"liu","Genus","highestVar",40,"totalReads",0,128,5564,128,1026,128,40
"liu","Genus","highestVar",40,"totalReads",500,128,5564,128,1026,128,40
"liu","Genus","highestVar",40,"totalReads",1000,128,5564,128,1026,128,40
"liu","Genus","highestVar",100,"totalReads",0,128,5564,128,1026,128,100
"liu","Genus","highestVar",100,"totalReads",500,128,5564,128,1026,128,100
"liu","Genus","highestVar",100,"totalReads",1000,128,5564,128,1026,128,100
"liu","Genus","highestVar",150,"totalReads",0,128,5564,128,1026,128,150
"liu","Genus","highestVar",150,"totalReads",500,128,5564,128,1026,128,150
"liu","Genus","highestVar",150,"totalReads",1000,128,5564,128,1026,128,150
"lopresti","Class","highestVar",40,"totalReads",0,57,806,57,11,57,11
"lopresti","Class","highestVar",40,"totalReads",500,57,806,57,11,57,11
"lopresti","Class","highestVar",40,"totalReads",1000,57,806,57,11,24,11
"lopresti","Class","highestVar",100,"totalReads",0,57,806,57,11,57,11
"lopresti","Class","highestVar",100,"totalReads",500,57,806,57,11,57,11
"lopresti","Class","highestVar",100,"totalReads",1000,57,806,57,11,24,11
"lopresti","Class","highestVar",150,"totalReads",0,57,806,57,11,57,11
"lopresti","Class","highestVar",150,"totalReads",500,57,806,57,11,57,11
"lopresti","Class","highestVar",150,"totalReads",1000,57,806,57,11,24,11
"lopresti","Phylum","highestVar",40,"totalReads",0,57,806,57,8,57,8
"lopresti","Phylum","highestVar",40,"totalReads",500,57,806,57,8,57,8
"lopresti","Phylum","highestVar",40,"totalReads",1000,57,806,57,8,24,8
"lopresti","Phylum","highestVar",100,"totalReads",0,57,806,57,8,57,8
"lopresti","Phylum","highestVar",100,"totalReads",500,57,806,57,8,57,8
"lopresti","Phylum","highestVar",100,"totalReads",1000,57,806,57,8,24,8
"lopresti","Phylum","highestVar",150,"totalReads",0,57,806,57,8,57,8
"lopresti","Phylum","highestVar",150,"totalReads",500,57,806,57,8,57,8
"lopresti","Phylum","highestVar",150,"totalReads",1000,57,806,57,8,24,8
"lopresti","Order","highestVar",40,"totalReads",0,57,806,57,27,57,27
"lopresti","Order","highestVar",40,"totalReads",500,57,806,57,27,57,27
"lopresti","Order","highestVar",40,"totalReads",1000,57,806,57,27,24,27
"lopresti","Order","highestVar",100,"totalReads",0,57,806,57,27,57,27
"lopresti","Order","highestVar",100,"totalReads",500,57,806,57,27,57,27
"lopresti","Order","highestVar",100,"totalReads",1000,57,806,57,27,24,27
"lopresti","Order","highestVar",150,"totalReads",0,57,806,57,27,57,27
"lopresti","Order","highestVar",150,"totalReads",500,57,806,57,27,57,27
"lopresti","Order","highestVar",150,"totalReads",1000,57,806,57,27,24,27
"lopresti","Family","highestVar",40,"totalReads",0,57,806,57,48,57,40
"lopresti","Family","highestVar",40,"totalReads",500,57,806,57,48,57,40
"lopresti","Family","highestVar",40,"totalReads",1000,57,806,57,48,24,40
"lopresti","Family","highestVar",100,"totalReads",0,57,806,57,48,57,48
"lopresti","Family","highestVar",100,"totalReads",500,57,806,57,48,57,48
"lopresti","Family","highestVar",100,"totalReads",1000,57,806,57,48,24,48
"lopresti","Family","highestVar",150,"totalReads",0,57,806,57,48,57,48
"lopresti","Family","highestVar",150,"totalReads",500,57,806,57,48,57,48
"lopresti","Family","highestVar",150,"totalReads",1000,57,806,57,48,24,48
"lopresti","Genus","highestVar",40,"totalReads",0,57,806,57,115,57,40
"lopresti","Genus","highestVar",40,"totalReads",500,57,806,57,115,57,40
"lopresti","Genus","highestVar",40,"totalReads",1000,57,806,57,115,24,40
"lopresti","Genus","highestVar",100,"totalReads",0,57,806,57,115,57,100
"lopresti","Genus","highestVar",100,"totalReads",500,57,806,57,115,57,100
"lopresti","Genus","highestVar",100,"totalReads",1000,57,806,57,115,24,100
"lopresti","Genus","highestVar",150,"totalReads",0,57,806,57,115,57,115
"lopresti","Genus","highestVar",150,"totalReads",500,57,806,57,115,57,115
"lopresti","Genus","highestVar",150,"totalReads",1000,57,806,57,115,24,115
"mars","Class","highestVar",40,"totalReads",0,69,1524,69,30,69,30
"mars","Class","highestVar",40,"totalReads",500,69,1524,69,30,69,30
"mars","Class","highestVar",40,"totalReads",1000,69,1524,69,30,68,30
"mars","Class","highestVar",100,"totalReads",0,69,1524,69,30,69,30
"mars","Class","highestVar",100,"totalReads",500,69,1524,69,30,69,30
"mars","Class","highestVar",100,"totalReads",1000,69,1524,69,30,68,30
"mars","Class","highestVar",150,"totalReads",0,69,1524,69,30,69,30
"mars","Class","highestVar",150,"totalReads",500,69,1524,69,30,69,30
"mars","Class","highestVar",150,"totalReads",1000,69,1524,69,30,68,30
"mars","Phylum","highestVar",40,"totalReads",0,69,1524,69,17,69,17
"mars","Phylum","highestVar",40,"totalReads",500,69,1524,69,17,69,17
"mars","Phylum","highestVar",40,"totalReads",1000,69,1524,69,17,68,17
"mars","Phylum","highestVar",100,"totalReads",0,69,1524,69,17,69,17
"mars","Phylum","highestVar",100,"totalReads",500,69,1524,69,17,69,17
"mars","Phylum","highestVar",100,"totalReads",1000,69,1524,69,17,68,17
"mars","Phylum","highestVar",150,"totalReads",0,69,1524,69,17,69,17
"mars","Phylum","highestVar",150,"totalReads",500,69,1524,69,17,69,17
"mars","Phylum","highestVar",150,"totalReads",1000,69,1524,69,17,68,17
"mars","Order","highestVar",40,"totalReads",0,69,1524,69,68,69,40
"mars","Order","highestVar",40,"totalReads",500,69,1524,69,68,69,40
"mars","Order","highestVar",40,"totalReads",1000,69,1524,69,68,68,40
"mars","Order","highestVar",100,"totalReads",0,69,1524,69,68,69,68
"mars","Order","highestVar",100,"totalReads",500,69,1524,69,68,69,68
"mars","Order","highestVar",100,"totalReads",1000,69,1524,69,68,68,68
"mars","Order","highestVar",150,"totalReads",0,69,1524,69,68,69,68
"mars","Order","highestVar",150,"totalReads",500,69,1524,69,68,69,68
"mars","Order","highestVar",150,"totalReads",1000,69,1524,69,68,68,68
"mars","Family","highestVar",40,"totalReads",0,69,1524,69,130,69,40
"mars","Family","highestVar",40,"totalReads",500,69,1524,69,130,69,40
"mars","Family","highestVar",40,"totalReads",1000,69,1524,69,130,68,40
"mars","Family","highestVar",100,"totalReads",0,69,1524,69,130,69,100
"mars","Family","highestVar",100,"totalReads",500,69,1524,69,130,69,100
"mars","Family","highestVar",100,"totalReads",1000,69,1524,69,130,68,100
"mars","Family","highestVar",150,"totalReads",0,69,1524,69,130,69,130
"mars","Family","highestVar",150,"totalReads",500,69,1524,69,130,69,130
"mars","Family","highestVar",150,"totalReads",1000,69,1524,69,130,68,130
"mars","Genus","highestVar",40,"totalReads",0,69,1524,69,346,69,40
"mars","Genus","highestVar",40,"totalReads",500,69,1524,69,346,69,40
"mars","Genus","highestVar",40,"totalReads",1000,69,1524,69,346,68,40
"mars","Genus","highestVar",100,"totalReads",0,69,1524,69,346,69,100
"mars","Genus","highestVar",100,"totalReads",500,69,1524,69,346,69,100
"mars","Genus","highestVar",100,"totalReads",1000,69,1524,69,346,68,100
"mars","Genus","highestVar",150,"totalReads",0,69,1524,69,346,69,150
"mars","Genus","highestVar",150,"totalReads",500,69,1524,69,346,69,150
"mars","Genus","highestVar",150,"totalReads",1000,69,1524,69,346,68,150
"nagel","Class","highestVar",40,"totalReads",0,30,1092,30,19,30,19
"nagel","Class","highestVar",40,"totalReads",500,30,1092,30,19,30,19
"nagel","Class","highestVar",40,"totalReads",1000,30,1092,30,19,30,19
"nagel","Class","highestVar",100,"totalReads",0,30,1092,30,19,30,19
"nagel","Class","highestVar",100,"totalReads",500,30,1092,30,19,30,19
"nagel","Class","highestVar",100,"totalReads",1000,30,1092,30,19,30,19
"nagel","Class","highestVar",150,"totalReads",0,30,1092,30,19,30,19
"nagel","Class","highestVar",150,"totalReads",500,30,1092,30,19,30,19
"nagel","Class","highestVar",150,"totalReads",1000,30,1092,30,19,30,19
"nagel","Phylum","highestVar",40,"totalReads",0,30,1092,30,12,30,12
"nagel","Phylum","highestVar",40,"totalReads",500,30,1092,30,12,30,12
"nagel","Phylum","highestVar",40,"totalReads",1000,30,1092,30,12,30,12
"nagel","Phylum","highestVar",100,"totalReads",0,30,1092,30,12,30,12
"nagel","Phylum","highestVar",100,"totalReads",500,30,1092,30,12,30,12
"nagel","Phylum","highestVar",100,"totalReads",1000,30,1092,30,12,30,12
"nagel","Phylum","highestVar",150,"totalReads",0,30,1092,30,12,30,12
"nagel","Phylum","highestVar",150,"totalReads",500,30,1092,30,12,30,12
"nagel","Phylum","highestVar",150,"totalReads",1000,30,1092,30,12,30,12
"nagel","Order","highestVar",40,"totalReads",0,30,1092,30,43,30,40
"nagel","Order","highestVar",40,"totalReads",500,30,1092,30,43,30,40
"nagel","Order","highestVar",40,"totalReads",1000,30,1092,30,43,30,40
"nagel","Order","highestVar",100,"totalReads",0,30,1092,30,43,30,43
"nagel","Order","highestVar",100,"totalReads",500,30,1092,30,43,30,43
"nagel","Order","highestVar",100,"totalReads",1000,30,1092,30,43,30,43
"nagel","Order","highestVar",150,"totalReads",0,30,1092,30,43,30,43
"nagel","Order","highestVar",150,"totalReads",500,30,1092,30,43,30,43
"nagel","Order","highestVar",150,"totalReads",1000,30,1092,30,43,30,43
"nagel","Family","highestVar",40,"totalReads",0,30,1092,30,78,30,40
"nagel","Family","highestVar",40,"totalReads",500,30,1092,30,78,30,40
"nagel","Family","highestVar",40,"totalReads",1000,30,1092,30,78,30,40
"nagel","Family","highestVar",100,"totalReads",0,30,1092,30,78,30,78
"nagel","Family","highestVar",100,"totalReads",500,30,1092,30,78,30,78
"nagel","Family","highestVar",100,"totalReads",1000,30,1092,30,78,30,78
"nagel","Family","highestVar",150,"totalReads",0,30,1092,30,78,30,78
"nagel","Family","highestVar",150,"totalReads",500,30,1092,30,78,30,78
"nagel","Family","highestVar",150,"totalReads",1000,30,1092,30,78,30,78
"nagel","Genus","highestVar",40,"totalReads",0,30,1092,30,226,30,40
"nagel","Genus","highestVar",40,"totalReads",500,30,1092,30,226,30,40
"nagel","Genus","highestVar",40,"totalReads",1000,30,1092,30,226,30,40
"nagel","Genus","highestVar",100,"totalReads",0,30,1092,30,226,30,100
"nagel","Genus","highestVar",100,"totalReads",500,30,1092,30,226,30,100
"nagel","Genus","highestVar",100,"totalReads",1000,30,1092,30,226,30,100
"nagel","Genus","highestVar",150,"totalReads",0,30,1092,30,226,30,150
"nagel","Genus","highestVar",150,"totalReads",500,30,1092,30,226,30,150
"nagel","Genus","highestVar",150,"totalReads",1000,30,1092,30,226,30,150
"pozuelo","Class","highestVar",40,"totalReads",0,273,23151,273,29,273,29
"pozuelo","Class","highestVar",40,"totalReads",500,273,23151,273,29,273,29
"pozuelo","Class","highestVar",40,"totalReads",1000,273,23151,273,29,273,29
"pozuelo","Class","highestVar",100,"totalReads",0,273,23151,273,29,273,29
"pozuelo","Class","highestVar",100,"totalReads",500,273,23151,273,29,273,29
"pozuelo","Class","highestVar",100,"totalReads",1000,273,23151,273,29,273,29
"pozuelo","Class","highestVar",150,"totalReads",0,273,23151,273,29,273,29
"pozuelo","Class","highestVar",150,"totalReads",500,273,23151,273,29,273,29
"pozuelo","Class","highestVar",150,"totalReads",1000,273,23151,273,29,273,29
"pozuelo","Phylum","highestVar",40,"totalReads",0,273,23151,273,15,273,15
"pozuelo","Phylum","highestVar",40,"totalReads",500,273,23151,273,15,273,15
"pozuelo","Phylum","highestVar",40,"totalReads",1000,273,23151,273,15,273,15
"pozuelo","Phylum","highestVar",100,"totalReads",0,273,23151,273,15,273,15
"pozuelo","Phylum","highestVar",100,"totalReads",500,273,23151,273,15,273,15
